No,English,Japanese,Chapter
3840,testimony,証拠、証明、証言,20
3841,text,文章、メール、メールを送る,20
3842,textile,織物、繊維（産業）,20
3843,texture,感触、手触り、本質、質感,20
3844,theater,劇場、映画館,20
3845,theft,窃盗（罪）,20
3846,theme,主題、テーマ、作文（の題）、主題歌,20
3847,theology,神学、神学体系、教義,20
3848,theory,学説、理論、原理、推測,20
3849,therapeutic,治療的な、（心身の）健康によい,20
3850,therapy,治療、療法,20
3851,thereby,それによって、それに関して,20
3852,therefore,したがって,20
3853,thermal,熱の、熱による、保温用の,20
3854,thermometer,温度計、体温計,20
3855,thesis,論文、主題,20
3856,thick,厚い、太い、濃い,20
3857,thief,泥棒,20
3858,thigh,大股,20
3859,thin,薄い、細い、やせた,20
3860,thirst,渇き、渇望,20
3861,thirsty,のどの渇いた、渇望する,20
3862,thorough,徹底的な、完全な、全くの、几帳面な,20
3863,thoroughly,徹底的に,20
3864,though,～だが、しかしながら,20
3865,thought,考え、思いつき、思想、思いやり,20
3866,thoughtful,思いやりのある、思慮〔注意〕深い,20
3867,thread,糸を通す、糸、筋、脈絡、縫うように進む,20
3868,threat,脅迫、脅かすもの、悪いきざし,20
3869,threaten,脅迫する,20
3870,threshold,出発点、発端、戸口、敷居,20
3871,thrifty,質素な、やりくりのうまい、繁盛して,20
3872,thrill,ぞくぞくする[させる]、ぞくぞく[わくわく]すること,20
3873,thrilled,とてもうれしい,20
3874,thrive,栄える、うまくやっている、成長する,20
3875,throat,喉,20
3876,throng,群衆、多数の人々,20
3877,through,～にもかかわらず、（通例文尾で）でも,20
3878,throughout,通して、至る所に,20
3879,thrust,ぐっと押す、押し付ける、強いる、突く、突き出る,20
3880,thumb,親指,20
3881,thus,したがって、だから、このように、次のように,20
3882,tide,潮（の干満）、潮流、上げ潮,20
3883,tidy,きちんとした、満足な、なかなかよい,20
3884,tie,ネクタイ、結び目、同点、つながり,20
3885,tight,きつい、ぎっしり詰まった、ケチな、厄介な、厳格な、堅く,20
3886,tilt,傾けること、を傾ける、（首）をかしげる,20
3887,timber,【英】木材,20
3888,timid,臆病な、内気な,20
3889,tiny,とても小さい、ごくわずかの,20
3890,tip,先（端）、チップ、秘訣,20
3891,tiresome,退屈な、骨の折れる、厄介な,20
3892,tissue,組織、ティッシュペーパー,20
3893,title,肩書、タイトル、作品,20
3894,toddler,幼児,20
3895,toe,足の指、つま先,20
3896,toil,骨を折って働く、苦労して進む,20
3897,token,しるし、代用硬貨、商品券,20
3898,tolerate,耐える、抵抗力がある、黙認する、許す,20
3899,toll,損害（の程度）、死傷者数、通行料,20
3900,tomb,墓石、墓,20
3901,ton,(重量単位)トン、大量,20
3902,tone,音色、音調、調子、色合い、～の調子を変える,20
3903,tongue,言語、言葉、舌、話しぶり,20
3904,tool,道具、工具、商売道具、手段,20
3905,tooth,歯,20
3906,top,（通例the）頂上、最高位,20
3907,topic,話題、トピック、主題,20
3908,torment,ひどく苦しめる、ねじ曲げる,20
3909,torture,拷問、苦痛、拷問にかける、ひどく苦しめる、曲解する,20
3910,total,まったくの、統計の、合計,20
3911,touch,感動させる、触れる、扱う、影響を与える,20
3912,tough,かたい、丈夫な、難しい、困難な、不幸な,20
3913,tour,（観光）旅行（見学）（をする）,20
3914,tourism,観光,20
3915,toward,の方へ,20
3916,toxic,有毒な、中毒性の,20
3917,trace,跡、追跡する、見つけ出す,20
3918,track,追う、通った跡、走路、線路、小道,20
3919,tract,〔器官の〕管、道、大きな広がり,20
3920,trade,貿易、職業、商売、売買する、交換する,20
3921,tradition,伝統、慣習、伝説,20
3922,traffic,交通、通行、交通［輸送］量、取引,20
3923,tragedy,悲劇（的な事態）,20
3924,trail,追跡する、引きずる、跡、小道,20
3925,train,列、列車、連続、結果、衣服のすそ,20
3926,trait,（性格・習慣などの）特色,20
3927,traitor,反逆者、裏切り者,20
3928,tranquil,静かな、穏やかな、平静な,20
3929,tranquilizer,精神安定剤,20
3930,transact,商取引を行う、処理する,20
3931,transaction,（業務の）処理、取引、議事録,20
3932,transcend,超越する、を超越する、をしのぐ,20
3933,transfer,移動(する)、譲渡(する)、移転(する)、乗り換え(る),20
3934,transform,変形させる、一変させる,20
3935,transient,一時的な、束の間の、浮浪者、短期滞在客,20
3936,transition,推移、移り変わり、過渡期、変わり目,20
3937,transitional,移り変わる、移行の、過渡的な,20
3938,translate,翻訳する、解釈する、)移す,20
3939,translation,翻訳(書)、移行,20
3940,translucent,半透明の,20
3941,transmit,送る、伝える、伝染させる,20
3942,transparent,透明な、見え透いた、明白な、わかりやすい、率直な,20
3943,transplant,移動させる、移植する、移植（手術）,20
3944,transport,輸送する、（be～ed)夢中になる、いっぱいになる,20
3945,transportation,交通機関、輸送,20
3946,trap,わな、策略、罠で捕らえる、だます、閉じ込める,20
3947,trash,ゴミ,20
3948,traumatic,トラウマになる、ショッキングな,20
3949,travel,旅行する、進む、（光・音などが）伝わる、旅行,20
3950,treasure,大事にする、宝物、貴重品,20
3951,treat,処理する、治療する、おごる、おごり、もてなし,20
3952,treaty,（国家間の）条約、協定,20
3953,tremble,震える、感動する、を動かす、震える、振動する,20
3954,tremendous,（数量・程度・強さなどが）ものすごい、素晴らしい,20
3955,trend,傾向、流行,20
3956,trial,試み、（品質・性能などの）試験、裁判、試用期間,20
3957,triangle,三角形,20
3958,tribal,種族の、部族の,20
3959,tribe,部族、仲間,20
3960,trick,だます、計略、いたずら、秘訣、芸,20
3961,trifle,ささいな事、くだらない物、少量,20
3962,trigger,誘発する、（銃の）引き金、誘因,20
3963,trim,切り取る,20
3964,triumph,勝利、大勝利、勝利を得る、勝利を喜ぶ,20
3965,trivial,ささいな、取るに足りない、ありふれた,20
3966,troop,軍隊、兵士たち、一団、群れをなして進む,20
3967,tropical,熱帯の、熱烈な,20
3968,trouble,困ること、問題（点）、骨折り、悩ませる、迷惑をかける,20
3969,trunk,(木の)幹、（自動車の）トランク,20
3970,trust,信頼、（財産などの）委託、を信頼する,20
3971,trustworthy,信頼〔信用〕できる、頼りになる、当てになる,20
3972,truth,真実、事実、真理、誠実,20
3973,tube,管、[英]地下鉄,20
3974,tuition,授業料、個人指導,20
3975,tumble,転ぶ、暴落する、倒す、ひっくり返す、転落、暴落,20
3976,tumor/tumour,腫瘍、腫れ物,20
3977,tune,メロディ、曲、適応させる、合っている,20
3978,turn,変わる（える）、回転する（させる）、曲がる（げる）、順番,20
3979,tutor,家庭教師、個人電話、 個人的に教える,20
3980,tweet,つぶやく,20
3981,twin,双子の一方、対をなす,20
3982,twist,より合わせる、曲げる、ねじれ,20
3983,type,タイプ、型,20
3984,typhoon,台風,20
3985,typical,典型的な、特有の,20
3986,tyranny,暴政、暴虐、制圧、専制〔独裁〕政治,20
3987,ubiquitous,至る所に存在する、どこにでも現れる,20
3988,ugly,醜い、不快な、けしからぬ,20
3989,ultimate,究極（的）の、最終（的）の、最高の,20
3990,ultraviolet,紫外線、紫外線の,20
3991,unanimous,全員一致の、同意見の,20
3992,uncover,暴く、発掘する,20
3993,underestimate,過小評価する、軽く見る、少なく見積もる,20
3994,undergo,経験する、受ける,20
3995,undergraduate,大学生,20
3996,underground,地下の（に、で）、地下（鉄壁）,20
3997,underlie,背後にある、基礎となる、下にある,20
3998,underlying,根本的な,20
3999,undermine,害する、傷つける、侵食する、下を掘る,20
4000,understandable,もっともな、当然の、理解できる、わかる,20
4001,understatement,控えめに言うこと,21
4002,undertake,引き受ける、保証する、に着手する,21
4003,undo,はずす、ほどく、元通りにする、帳消しにする、破滅させる,21
4004,undone,元に戻る,21
4005,undoubtedly,確かに、(文修飾)明らかに,21
4006,undue,過度の、不当な、支払期限が来ていない,21
4007,unease,不安、心配,21
4008,uneasy,不安な、落ち着かない、ぎこちない,21
4009,unemployment,失業（状態）、失業率,21
4010,unexpected,思いがけない、不意の,21
4011,unfair,不公平な、不当な、慣行に反した,21
4012,unfamiliar,不慣れな、よく知られていない,21
4013,unfold,開く、明らかにする、開く、明らかになる,21
4014,unfortunately,残念なことに、不幸にも,21
4015,uniform,同一の、均等の、制服,21
4016,unify,統合［統一］する、統一される,21
4017,union,労働組合、結合、団結、一致、連邦,21
4018,unique,唯一の、特有の、類のない,21
4019,unit,1個、1人、（構成などの）単位,21
4020,unite,結合する、団結させる、まとめる,21
4021,unity,結束、統合、単一（性）、一貫性,21
4022,universal,普遍的な、全員の、万能の、宇宙の、世界中の,21
4023,universe,宇宙,21
4024,university,（総合）大学,21
4025,unknown,不明の、（～に）知られていない（to）、無名の,21
4026,unleash,（抑えていたもの）を爆発させる,21
4027,unless,…でない限り,21
4028,unlike,と異なって、異なった,21
4029,unpleasant,不愉快な、不親切な、無礼な,21
4030,unpopular,人気がない、不評の、はやらない,21
4031,unprecedented,前例のない、空前の,21
4032,unproductive,非生産的な、良い結果を生まない,21
4033,unrelated,無関係の、血縁関係がない,21
4034,unsupervised,監督されていない,21
4035,unusual,普通でない,21
4036,upcoming,今度の、近づく、やってくる,21
4037,update,最新のものにする、アップデートする,21
4038,upper,上部の、上級の,21
4039,upright,まっすぐな、直立した、まっすぐに、直立して,21
4040,uproot,根こそぎ引き抜く、根絶する,21
4041,upset,あわてさせる、ひっくり返す、腹を立てて,21
4042,up-to-date,現代的な、最新の,21
4043,upward,上に向かって、上方への,21
4044,urban,都市の、都会的な,21
4045,urge,駆り立てる、～に…するよう説得する、推進する、衝動,21
4046,urgent,緊急の,21
4047,usage,用法、語法、習慣,21
4048,useless,役に立たない、無駄な、劣っている,21
4049,usually,たいてい,21
4050,utility,公共事業、公共料金、実用性,21
4051,utilize,利用する,21
4052,utmost,最高の、最大の、最大限,21
4053,utter,(言葉など)を発する、表現する、全くの、徹底的な,21
4054,utterly,まったく,21
4055,vacant,空いている、からの、うつろな,21
4056,vaccine,ワクチン,21
4057,vacuum,真空状態、空虚、電気掃除機、掃除機をかける,21
4058,vague,あいまいな、ぼんやりとした,21
4059,vain,無駄な、骨折り損の、価値のない、うぬぼれの強い,21
4060,valid,妥当な、正当な、有効な、合法的な、効力がある,21
4061,valley,谷（間）、流域,21
4062,value,（複数）価値観、価値、重要性、評価する,21
4063,vanish,消える、消滅する、薄れる,21
4064,vanity,虚栄心、うぬぼれ,21
4065,vapor,蒸気、実体のないもの,21
4066,variability,変わりやすいこと、変異性,21
4067,variation,変異、変化、差異,21
4068,various,さまざまな、いくつかの,21
4069,vary,さまざまである、変わる、変える,21
